[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-01-31.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-02-01.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-02-02.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-02-03.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-02-04.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-02-05.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-02-06.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-02-07.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-02-08.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-02-09.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-02-10.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-02-11.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-02-12.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-02-13.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-02-16.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-02-17.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-02-18.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-02-19.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-02-20.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-02-21.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-02-22.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-02-23.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-02-24.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-02-25.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-02-26.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-02-27.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-02-28.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-01.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-02.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-03.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-04.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-05.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-06.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-07.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-08.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-09.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-10.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-11.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-12.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-13.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-14.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-15.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-16.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-17.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-18.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-19.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-20.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-21.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-22.zip
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-23/16-02-17-1.log
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-23/16-06-04-1.log
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-23/16-07-33-1.log
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-23/16-08-39-1.log
